emp_no,first_name,last_name,title,from_date,salary
492303,Fun,Reistad,Staff,1999-09-24,80867
107330,Navid,Bednarek,Staff,1999-09-23,72573
44022,Chiranjit,Dayang,Senior Engineer,1999-09-23,40000
238982,Vitali,Oxman,Engineer,1999-09-23,40000
213490,Gino,Bugrara,Engineer,1999-09-23,52928
441495,Marie,Feldmann,Engineer,1999-09-23,52472
31493,Zhiwei,Gargeya,Staff,1999-09-22,65891
98918,Perry,Kopetz,Staff,1999-09-22,40358
476702,Uwe,Speel,Engineer,1999-09-22,55589
72969,Xinan,Setia,Staff,1999-09-22,78665
255925,Gaetan,Berztiss,Engineer,1999-09-22,52710
15715,Insup,Ibel,Staff,1999-09-21,40000
225623,Arunas,Taubenfeld,Staff,1999-09-21,40000
97843,Barna,Lenart,Engineer,1999-09-20,40000
294606,Zhilian,Perko,Staff,1999-09-20,85266
42305,Tsz,Mikschl,Senior Engineer,1999-09-20,43172
276268,Souichi,Cmelik,Staff,1999-09-20,40000
482808,Maya,Waeselynck,Engineer,1999-09-20,54645
276263,Sverrir,Braunmuhl,Senior Engineer,1999-09-20,40000
284592,Angus,Montresor,Staff,1999-09-20,51408
206886,Radoslaw,Xiaoshan,Senior Engineer,1999-09-19,50218
269309,Hatim,Pelz,Engineer,1999-09-19,68396
289796,Arto,Piazza,Staff,1999-09-19,72567
470673,Yongqiao,Neiman,Engineer,1999-09-18,62742
480775,Pradeep,Adachi,Staff,1999-09-18,76897
50588,Ghassan,Swan,Staff,1999-09-18,82676
456258,Kristian,Anandan,Engineer,1999-09-18,46076
36949,Xuejun,Schaad,Staff,1999-09-18,61424
436731,Berni,Uhrig,Staff,1999-09-17,40000
23824,Maris,Porotnikoff,Engineer,1999-09-16,40000
44764,Ayonca,Ghemri,Staff,1999-09-16,40000
436644,Boguslaw,Luks,Engineer,1999-09-16,40000
58102,Aiichiro,Erni,Technique Leader,1999-09-16,40000
233346,Serenella,Oehlmann,Assistant Engineer,1999-09-16,40000
263399,Mariangiola,Gils,Staff,1999-09-15,61789
219646,Huai,Reghbati,Engineer,1999-09-14,45872
470610,Jacqueline,Berztiss,Engineer,1999-09-14,65589
460693,Shuzo,Chenoweth,Engineer,1999-09-13,68705
487649,Toney,Kornatzky,Engineer,1999-09-13,40000
471183,Remco,Trumbly,Technique Leader,1999-09-13,44963
71796,Magdalena,Rijckaert,Staff,1999-09-13,59330
429013,Maren,Toyoshima,Engineer,1999-09-13,40000
232438,Demos,Polupanov,Staff,1999-09-12,60527
209005,Kazunori,Iivonen,Engineer,1999-09-12,71571
410009,Hausi,DuBourdieux,Senior Engineer,1999-09-12,44076
13402,Augustine,Dulli,Engineer,1999-09-12,40000
35706,Gererd,Schwabacher,Engineer,1999-09-12,50374
72569,Katsuyuki,Halevi,Engineer,1999-09-11,51848
90052,Gill,Cangellaris,Staff,1999-09-11,59025
74537,Sanjay,Samarati,Senior Staff,1999-09-10,40000
479167,Mayuri,Backhouse,Staff,1999-09-09,45789
414044,Padma,Pillow,Staff,1999-09-09,47049
16919,Tesuya,Yurov,Engineer,1999-09-08,40184
83436,Ult,Serdy,Assistant Engineer,1999-09-07,53451
214436,Ashish,Panangaden,Staff,1999-09-07,77215
23691,Satoru,Stille,Assistant Engineer,1999-09-07,60076
433350,Pasqua,Danner,Engineer,1999-09-07,41407
18401,Vidya,Itzfeldt,Staff,1999-09-07,59818
465480,Rayond,Atrawala,Staff,1999-09-06,40000
439283,Ziya,Zolotykh,Staff,1999-09-06,40000
253648,Tesuya,Millington,Senior Staff,1999-09-06,69882
473398,Vojin,Ouhyoung,Engineer,1999-09-05,40000
445228,Yucel,Pietracaprina,Staff,1999-09-05,40000
432419,Yifei,Brookner,Technique Leader,1999-09-05,61476
234045,Gift,Zschoche,Staff,1999-09-04,56001
61843,Guenter,Millington,Staff,1999-09-04,69600
435893,Charlene,Byoun,Engineer,1999-09-04,40000
10676,Valeri,Danley,Engineer,1999-09-04,58226
299553,Eben,Denti,Engineer,1999-09-04,40000
294334,Kokou,Granlund,Senior Engineer,1999-09-03,46383
45544,Candido,Coombs,Staff,1999-09-03,40000
28600,Mingzeng,Whitcomb,Staff,1999-09-03,59057
415186,Yechiam,Lyonns,Engineer,1999-09-02,40894
470845,Denis,Ozery,Technique Leader,1999-09-02,40000
419621,Mong,Marsiglia,Technique Leader,1999-09-02,45586
234761,Lijia,Borstler,Assistant Engineer,1999-09-02,40000
427547,Roselyn,Bahi,Staff,1999-09-02,40000
456294,Vishv,Shinomoto,Senior Engineer,1999-09-02,56394
252312,Gonzalo,Simmel,Engineer,1999-09-02,49783
459248,Mingsen,Alblas,Staff,1999-09-02,40000
23011,Suzette,Ferretti,Engineer,1999-09-02,50445
219026,Nathalie,Quittner,Senior Staff,1999-09-02,87345
420899,Ortrud,Kitsuregawa,Staff,1999-09-01,58899
85242,Kirk,Ernst,Staff,1999-09-01,40000
291156,Aron,Rikino,Staff,1999-08-31,81337
66170,Aksel,Ohori,Senior Engineer,1999-08-31,81664
265687,Shuky,Ranta,Senior Engineer,1999-08-30,40000
288011,Naftali,Veccia,Senior Engineer,1999-08-29,62960
433665,Aimee,Kusalik,Staff,1999-08-29,87168
252749,Akhilish,Yeung,Staff,1999-08-28,72212
489215,Conrado,Ritcey,Engineer,1999-08-28,40000
105072,Gennadi,Atchley,Engineer,1999-08-28,40377
448858,Takahiro,Emmart,Senior Staff,1999-08-27,40000
428507,Christophe,Luca,Senior Staff,1999-08-26,62083
483798,Sudharsan,Attimonelli,Senior Engineer,1999-08-25,63756
76331,Jaroslava,Delgrange,Staff,1999-08-25,71238
44609,Zhongwei,Feinberg,Engineer,1999-08-25,40000
405248,Susanne,Eugenio,Engineer,1999-08-25,72206
227250,Sadegh,Kusakabe,Engineer,1999-08-24,40000
76521,Uinam,Fritzsche,Engineer,1999-08-24,40000
290540,Gennadi,Lyonns,Staff,1999-08-24,48677
270492,Achilleas,Leonhardt,Engineer,1999-08-24,52428
491629,Aamer,Schapiro,Senior Engineer,1999-08-23,81500
217977,Shahaf,Eldridge,Engineer,1999-08-23,40000
487163,Przemyslawa,Walstra,Assistant Engineer,1999-08-23,51801
107406,Chanjung,Bernick,Staff,1999-08-23,61878
207025,Barry,Hanratty,Engineer,1999-08-22,44732
402709,Elzbieta,Vieth,Senior Staff,1999-08-22,52953
434534,Marla,Naudin,Engineer,1999-08-21,40000
473953,Janche,Heystek,Staff,1999-08-21,73707
96169,Roselyn,Bharadwaj,Senior Engineer,1999-08-21,49904
44571,Tooru,Pashtan,Engineer,1999-08-21,40000
15369,Premal,Penttonen,Staff,1999-08-20,81954
411834,Fusako,Beetstra,Senior Staff,1999-08-20,71136
421222,Atreyi,Cappello,Senior Staff,1999-08-20,88053
258680,Nakhoon,Kleiser,Technique Leader,1999-08-19,40278
101907,Jianhao,England,Staff,1999-08-19,86139
45514,Jessie,Alpin,Staff,1999-08-19,79268
279507,Masato,Desikan,Senior Staff,1999-08-18,78754
208847,Shim,Demizu,Technique Leader,1999-08-18,60771
427698,Siddarth,Schapire,Senior Staff,1999-08-18,42939
217661,Chenxi,Janetzko,Staff,1999-08-18,77430
448352,Arnould,Takanami,Engineer,1999-08-18,69206
109623,Parviz,Aingworth,Staff,1999-08-18,60639
75874,Tsz,Cusworth,Staff,1999-08-17,40000
409035,Gad,Vadhan,Engineer,1999-08-17,51179
432865,Mitsuyuki,Serra,Staff,1999-08-16,73728
20635,Fumino,Baja,Engineer,1999-08-16,52035
217559,Taizo,Cappelli,Staff,1999-08-16,69842
232102,Hidekazu,Ramsay,Staff,1999-08-15,61568
60858,Elgin,Foote,Engineer,1999-08-15,42338
270076,Gadiel,Rohrbach,Staff,1999-08-15,48388
248083,Zdislav,Wielonsky,Technique Leader,1999-08-15,40043
222268,Guadalupe,Hedayat,Senior Engineer,1999-08-14,40000
202357,Make,Hedayat,Engineer,1999-08-14,43525
272806,Tomokazu,Marrakchi,Staff,1999-08-14,55607
81344,Leif,Hiraishi,Engineer,1999-08-14,48782
99608,Baruch,Paludetto,Engineer,1999-08-14,42571
41767,Leszek,Thiran,Engineer,1999-08-14,56500
103398,Nikolaos,Schreiter,Staff,1999-08-13,77932
45545,Along,Bruckman,Engineer,1999-08-13,40000
38476,Godehard,Neimat,Engineer,1999-08-13,47626
22269,Berto,Reeken,Senior Staff,1999-08-12,40000
89641,Geoff,Lundstrom,Staff,1999-08-12,56320
290514,Kien,Zedlitz,Engineer,1999-08-12,40000
436457,Wilmer,Deville,Staff,1999-08-12,75240
409139,Xuejia,Nourani,Engineer,1999-08-12,40000
285417,Taizo,Talmor,Staff,1999-08-11,40000
463312,Keung,Godskesen,Staff,1999-08-11,80815
414171,Pintsang,Siksek,Engineer,1999-08-10,69878
420423,Niclas,Guerreiro,Engineer,1999-08-10,54519
252198,Suzette,Hofmeyr,Staff,1999-08-10,57280
15877,Yannik,Kroll,Engineer,1999-08-10,40000
432318,Khedija,Krohm,Senior Engineer,1999-08-10,50133
294923,Zhigen,Salvesen,Staff,1999-08-10,60420
290348,Becky,Jakobus,Staff,1999-08-09,40000
404474,Mats,Sethi,Engineer,1999-08-09,40000
93938,Boutros,Veeraraghavan,Staff,1999-08-09,117948
11385,Shiv,Ullian,Engineer,1999-08-08,40000
209771,Vitali,Muniz,Senior Staff,1999-08-08,64963
468303,Stamatina,Beerel,Staff,1999-08-08,74265
475140,Shigeu,Jayawardene,Engineer,1999-08-08,40000
404428,Sadok,Beerel,Staff,1999-08-08,69243
448478,Ulf,Stanger,Engineer,1999-08-08,50368
32368,Ebru,Ravishankar,Staff,1999-08-08,48784
426677,Waiman,Lorie,Engineer,1999-08-07,40000
491459,Jiann,Gewali,Staff,1999-08-07,72969
461091,Faiza,Marciano,Engineer,1999-08-07,47232
471439,Theirry,Czaja,Staff,1999-08-07,69705
434121,Tadahiro,Rabejac,Staff,1999-08-07,40000
431292,Uli,Schaaf,Staff,1999-08-07,87451
71424,Vishu,Kroha,Senior Engineer,1999-08-07,40000
50954,Yishay,Nations,Engineer,1999-08-07,48555
208969,Susuma,Beetstra,Staff,1999-08-06,51255
65167,Torsten,Borovoy,Assistant Engineer,1999-08-05,65330
67327,Tomokazu,Ernst,Engineer,1999-08-05,40000
496781,Ronnie,Peris,Senior Staff,1999-08-05,70919
274984,Tesuya,Marshall,Senior Staff,1999-08-04,53151
296589,Tran,Gammage,Engineer,1999-08-04,67712
82495,Jahangir,Perly,Staff,1999-08-04,40000
12664,Zhonghua,Parveen,Staff,1999-08-04,40000
450836,Magy,Byoun,Staff,1999-08-03,40000
221659,Hailing,Montemayor,Staff,1999-08-03,72042
16471,Bogdan,Birta,Staff,1999-08-03,44976
257416,Elvis,Jullig,Engineer,1999-08-03,61486
105226,Murthy,Menyhert,Staff,1999-08-03,55174
258587,Francoise,Emden,Engineer,1999-08-02,40000
34961,Uno,Dolinsky,Staff,1999-08-02,50765
40021,Parto,Delgrande,Engineer,1999-08-02,72516
79390,Bernt,Shigei,Staff,1999-08-02,57482
289220,Mang,Ranon,Engineer,1999-07-31,40000
286632,Bingning,Ghemri,Staff,1999-07-31,54542
422244,Leon,Zeilberger,Senior Staff,1999-07-31,53347
478052,Kristinn,Matzel,Engineer,1999-07-31,67308
488741,Atreyi,Lunt,Staff,1999-07-31,81424
215285,Kazuhira,Osgood,Staff,1999-07-30,61939
495144,Katsuo,Vidya,Staff,1999-07-30,73321
407595,Hideo,Lowrie,Staff,1999-07-29,65603
485853,Uno,Chepyzhov,Engineer,1999-07-29,41484
285675,Deborah,Orsini,Senior Staff,1999-07-28,79670
61244,Xiaoqiang,Peternell,Staff,1999-07-28,46530
428006,Mohamadou,Katiyar,Engineer,1999-07-27,52946
105401,Babette,Anguita,Engineer,1999-07-27,40000
76897,Achilleas,Bamford,Engineer,1999-07-27,50411
213760,Moni,Greibach,Senior Engineer,1999-07-26,55150
29812,Yefim,Gimarc,Engineer,1999-07-26,45714
280236,Sadegh,Vingron,Senior Staff,1999-07-25,58675
275002,Hercules,Yurek,Engineer,1999-07-25,48898
108763,Sadegh,Cooke,Staff,1999-07-25,78160
419884,Heejo,Dichev,Assistant Engineer,1999-07-25,48985
274283,Takahira,Sherertz,Staff,1999-07-25,49547
469678,Dmitry,Clemencon,Staff,1999-07-25,97164
494644,Steen,Langford,Engineer,1999-07-25,40000
54096,Georg,Reeken,Technique Leader,1999-07-25,40000
444183,Divier,Provine,Staff,1999-07-25,66191
439185,Rosalyn,Yurek,Senior Staff,1999-07-24,98679
446645,Ferdinand,Ranst,Senior Staff,1999-07-24,63813
429992,Vishwani,Atrawala,Staff,1999-07-24,44703
200317,Aleksandar,Angel,Engineer,1999-07-22,47715
236386,Jiong,Yetto,Technique Leader,1999-07-22,40000
252822,Gou,Gammage,Staff,1999-07-22,40000
269039,Lenore,Alpin,Assistant Engineer,1999-07-22,50571
109687,Khedija,Gecseg,Staff,1999-07-22,40000
467452,Sailaja,Waeselynck,Engineer,1999-07-22,48426
468597,Masako,Polajnar,Senior Engineer,1999-07-21,40000
223971,Mikhail,Bisiani,Engineer,1999-07-21,40000
451495,Kristin,Schrift,Staff,1999-07-21,40000
449253,Iara,Tiemann,Technique Leader,1999-07-21,40000
462345,Taisook,Pileggi,Senior Engineer,1999-07-20,48849
97235,Karsten,Morrin,Engineer,1999-07-20,40000
277935,Bedrich,Ghalwash,Engineer,1999-07-20,40000
467017,Kolar,Gente,Assistant Engineer,1999-07-20,40000
263574,Teunis,Erie,Staff,1999-07-19,68090
219082,Mary,Baalen,Engineer,1999-07-19,40000
445210,Qingxiang,Biron,Technique Leader,1999-07-19,55393
493862,Weiye,Radivojevic,Staff,1999-07-19,74623
480711,Srinidhi,Assaf,Staff,1999-07-17,83125
476998,Xinan,Uhrig,Staff,1999-07-17,40748
212989,Kasturi,Billawala,Engineer,1999-07-17,64210
268189,Fox,Jumpertz,Senior Staff,1999-07-17,40000
29222,Remzi,Trachtenberg,Staff,1999-07-16,40000
465751,Elzbieta,Thorensen,Assistant Engineer,1999-07-16,60179
416070,Sanjeeva,Angelov,Staff,1999-07-15,46584
459711,Fusako,Junot,Staff,1999-07-15,71752
275549,LiMin,Usdin,Senior Engineer,1999-07-15,40000
52217,Spyrose,Henseler,Staff,1999-07-15,40000
437236,Remmert,Asrin,Staff,1999-07-15,76854
51177,Hironoby,Birsak,Engineer,1999-07-14,51243
415968,Serif,Griswold,Senior Engineer,1999-07-14,54890
85555,Parke,Morrow,Engineer,1999-07-14,61810
288004,Saeed,Templeman,Assistant Engineer,1999-07-14,40000
264428,JiYoung,McFarlin,Senior Engineer,1999-07-12,40000
486784,Berni,Verhaegen,Staff,1999-07-12,62228
246947,Arvind,Montemayor,Engineer,1999-07-12,43073
463377,Greger,Ranai,Staff,1999-07-12,47121
224723,Guadalupe,Alpay,Engineer,1999-07-12,40000
287635,Jagoda,Kamber,Engineer,1999-07-12,44181
77052,Pohua,Hagimont,Engineer,1999-07-11,44033
84051,Kirk,Taubman,Staff,1999-07-11,92392
104772,Yannik,VanScheik,Staff,1999-07-11,63539
400549,Prasadram,Cincotta,Senior Staff,1999-07-10,40000
491785,Tianruo,Peris,Engineer,1999-07-10,40000
271560,Mohan,Papastamatiou,Senior Staff,1999-07-09,63670
228895,Ugo,Fontan,Staff,1999-07-09,58478
95822,Divine,Teitelbaum,Engineer,1999-07-09,40000
56326,Mantis,Juneja,Engineer,1999-07-09,62808
415343,Lobel,Marchegay,Engineer,1999-07-09,54088
63288,Stella,Zolotykh,Senior Staff,1999-07-09,46031
467730,Miyeon,Eldridge,Assistant Engineer,1999-07-09,52180
61554,Tianruo,Steenbeek,Technique Leader,1999-07-08,40000
259470,Karlis,Lakshmanan,Engineer,1999-07-08,61696
65222,Wilmer,Zaumen,Staff,1999-07-08,69503
433514,Susanne,Mikschl,Senior Engineer,1999-07-08,40000
31104,King,Gihr,Senior Staff,1999-07-08,73276
209654,Aksel,Stiles,Senior Staff,1999-07-07,62499
453808,Hidefumi,Ruemmler,Engineer,1999-07-07,44505
288639,Shooichi,Rehfuss,Senior Staff,1999-07-04,40000
442539,Toshimori,Suri,Staff,1999-07-03,45744
28922,Xiadong,Willoner,Engineer,1999-07-03,40000
205057,Mostafa,Usdin,Assistant Engineer,1999-07-03,40000
269667,Mabry,Dalphin,Engineer,1999-07-03,44783
47379,Rance,Tchuente,Senior Staff,1999-07-02,40103
105033,Takahira,Quadeer,Engineer,1999-07-02,58325
293197,Gonzalo,Kemmerer,Staff,1999-07-02,64099
100787,Ewing,Sury,Staff,1999-07-02,60396
74609,Divier,Conta,Engineer,1999-07-01,41187
448359,Nirmal,Comellas,Engineer,1999-07-01,42393
36205,Kwangjo,Falco,Staff,1999-07-01,74921
246249,Jamaludin,Remmele,Senior Engineer,1999-07-01,60760
283602,Jixiang,Rodham,Engineer,1999-06-30,40000
259313,Masadi,Aingworth,Staff,1999-06-30,66604
85883,Takahito,Reghbati,Engineer,1999-06-30,40000
418555,Kristina,Luan,Staff,1999-06-29,40000
216468,Gila,Cronan,Engineer,1999-06-29,63596
427464,Nahid,Bale,Staff,1999-06-28,84384
409518,Duangkaew,Nitto,Engineer,1999-06-28,61191
446024,Susanna,Srimani,Engineer,1999-06-28,40000
12983,Elliott,Hambrick,Staff,1999-06-28,57252
412520,Moon,Thiran,Staff,1999-06-28,61363
268778,Guadalupe,Akazan,Engineer,1999-06-27,71783
101385,Maia,Vickson,Technique Leader,1999-06-27,53991
262902,Wayne,Guting,Staff,1999-06-27,58149
67837,Barun,Heyers,Staff,1999-06-27,64453
271638,Jungsoon,Plavsic,Senior Engineer,1999-06-26,40000
479333,Lene,Rosiles,Senior Staff,1999-06-26,45269
43203,Chuanyi,Androutsos,Engineer,1999-06-26,57858
38447,Gladys,Ruemmler,Engineer,1999-06-26,51600
262116,Shunichi,Swift,Senior Engineer,1999-06-26,46098
239685,Houman,Tagansky,Engineer,1999-06-25,41550
287446,Abdelaziz,Krichel,Engineer,1999-06-25,40000
489862,Franziska,Kornatzky,Engineer,1999-06-25,70230
282133,Marek,Brickell,Staff,1999-06-25,67952
450170,Taiji,Constantine,Engineer,1999-06-24,63439
228542,Mack,Quadeer,Staff,1999-06-24,51057
453137,Krisda,Caine,Engineer,1999-06-24,83802
431666,Gregory,Sluis,Assistant Engineer,1999-06-23,40000
109389,Kwun,Pramanik,Senior Staff,1999-06-23,82117
459937,Uma,Munch,Senior Engineer,1999-06-23,40000
266390,Chiranjit,Spinelli,Senior Engineer,1999-06-23,40000
47013,Kerhong,Straney,Engineer,1999-06-22,41731
241126,Masamitsu,Francisci,Assistant Engineer,1999-06-22,87358
211710,Sigeru,Senzako,Engineer,1999-06-21,40000
26769,Jinxi,Conti,Senior Staff,1999-06-21,66776
249110,Yongmao,Lund,Staff,1999-06-21,59664
264200,Almudena,Koblick,Senior Engineer,1999-06-20,40000
419533,Ghassan,Ermel,Technique Leader,1999-06-20,45566
211596,Indrajit,Naumovich,Staff,1999-06-20,60413
15769,Pranay,Oskamp,Staff,1999-06-20,61575
217734,Tayeb,Eldridge,Staff,1999-06-20,66838
401133,Cedric,Qiwen,Senior Engineer,1999-06-19,40341
251541,Jessie,Leivant,Assistant Engineer,1999-06-19,58690
253727,Fayez,Pargas,Senior Engineer,1999-06-19,70124
249931,Berna,Oaver,Staff,1999-06-18,45632
235786,Przemyslawa,Schlumberger,Staff,1999-06-18,73252
37121,Salvador,Byoun,Engineer,1999-06-18,40000
262057,Dinah,Bojadziev,Staff,1999-06-17,65644
291942,Arvind,Bresenham,Staff,1999-06-17,40000
39243,Arco,Heiserman,Staff,1999-06-17,51048
456300,Demin,Chiodo,Senior Engineer,1999-06-16,55488
245886,Frederique,Herath,Assistant Engineer,1999-06-15,49132
471424,Freyja,Jiang,Senior Staff,1999-06-15,40000
72723,Arve,Danlos,Senior Staff,1999-06-14,79591
270993,Irena,Heusch,Staff,1999-06-14,40000
497125,Rayond,Veevers,Senior Engineer,1999-06-13,40000
411447,Brewster,Bernick,Engineer,1999-06-13,40000
268022,Froduald,Gyorkos,Staff,1999-06-13,54255
497160,Heon,Thiran,Staff,1999-06-13,83225
63681,Ferdinand,Zucker,Engineer,1999-06-13,53904
405237,Arie,Uchoa,Senior Staff,1999-06-13,67917
47825,Yakichi,Chelton,Senior Staff,1999-06-12,70260
25643,Adin,Peak,Staff,1999-06-11,60206
231280,Weidon,Verhoeff,Technique Leader,1999-06-11,40000
109281,Moni,Bahk,Engineer,1999-06-11,51008
229846,Ibibia,Melton,Senior Engineer,1999-06-10,67801
84283,Gal,Slaats,Engineer,1999-06-10,40000
234560,Oldrich,Georgatos,Staff,1999-06-10,79242
237324,Susanna,Lorin,Technique Leader,1999-06-10,50399
95890,Leni,Baba,Engineer,1999-06-10,40000
286755,Limsoon,Kusalik,Engineer,1999-06-09,40000
63232,Vidya,Reghbati,Staff,1999-06-09,40000
83699,Fayez,Luby,Senior Staff,1999-06-09,41500
252942,Terresa,Showalter,Staff,1999-06-09,51580
433217,Ebbe,Valette,Staff,1999-06-08,40000
97648,Suvo,Kornyak,Staff,1999-06-08,49044
200864,Arco,Bhattacharjee,Staff,1999-06-07,46632
410890,Mads,Gelosh,Staff,1999-06-07,62480
80372,Aleksandar,Khasidashvili,Staff,1999-06-07,87200
48658,Ravishankar,Lally,Engineer,1999-06-07,53156
476086,Shaleah,Broder,Engineer,1999-06-07,68686
482701,Vitaly,Diderrich,Senior Engineer,1999-06-06,41412
452096,Jahangir,Foong,Staff,1999-06-06,47296
276947,Dinkar,Yoshizawa,Senior Staff,1999-06-06,67993
432324,True,Fiebach,Engineer,1999-06-06,40000
493949,Zhenhua,Terlouw,Staff,1999-06-05,81349
474996,Saeed,Gelosh,Assistant Engineer,1999-06-05,40000
466128,Duke,Viele,Staff,1999-06-05,40000
454340,Amabile,Alencar,Technique Leader,1999-06-05,43443
417063,Menkae,Perna,Staff,1999-06-05,57898
44485,Jaideep,Thebaut,Staff,1999-06-05,40000
92688,Mitsuyuki,Schahn,Technique Leader,1999-06-04,79400
230290,Deborah,Hopewell,Engineer,1999-06-04,55642
278508,Mansur,Improta,Staff,1999-06-04,60529
458465,Peternela,Shimshoni,Senior Engineer,1999-06-04,60936
281716,Arumugam,Collavizza,Technique Leader,1999-06-04,67441
18532,Joydip,Onuegbe,Staff,1999-06-03,52115
426446,Weijing,Lung,Senior Staff,1999-06-02,41731
34385,Maja,Walston,Engineer,1999-06-02,40000
58735,Krassimir,Mayerwieser,Engineer,1999-06-02,45997
54563,Shunichi,Menyhert,Engineer,1999-06-02,40852
83055,Kwun,Luon,Staff,1999-06-02,50006
470689,Tomofumi,Koprowski,Senior Staff,1999-06-02,65979
84353,Genta,Pesch,Staff,1999-06-02,47415
460300,Berhard,Stemann,Technique Leader,1999-05-31,53741
271148,Adel,Czaja,Assistant Engineer,1999-05-31,40000
445416,Kasturi,Awdeh,Engineer,1999-05-31,40000
55552,Ohad,Schicker,Assistant Engineer,1999-05-31,40000
441478,Mats,Camarinopoulos,Technique Leader,1999-05-30,77290
470018,Fuqing,Erez,Staff,1999-05-30,76855
469383,Uli,Malinowski,Engineer,1999-05-30,42819
445218,Gino,Decaestecker,Staff,1999-05-30,58753
277592,Rafael,Eiron,Senior Staff,1999-05-30,50736
497236,Halsur,Hoppenstand,Staff,1999-05-30,47887
59946,Berhard,Hartvigsen,Senior Staff,1999-05-29,40000
279288,Patricio,Masand,Staff,1999-05-29,77104
249548,Freyja,Jiafu,Engineer,1999-05-29,63507
486561,Jordanka,Sommen,Staff,1999-05-29,56077
298556,Zhenbing,Marletta,Staff,1999-05-27,59231
91022,Alagu,Kropatsch,Technique Leader,1999-05-27,40000
447242,Gino,Keustermans,Engineer,1999-05-27,52764
11048,Jaques,Demke,Senior Staff,1999-05-27,65697
269813,Chaitali,Egerstedt,Staff,1999-05-27,104331
485773,Shalesh,Denny,Staff,1999-05-27,70182
23104,Tadanori,Anido,Engineer,1999-05-26,40000
241502,Mitchel,Hainaut,Assistant Engineer,1999-05-26,43481
244709,Masato,Wendorf,Staff,1999-05-26,51705
409481,Sakthirel,Brickell,Engineer,1999-05-25,53278
35644,Sreekrishna,Heusch,Staff,1999-05-25,44118
239756,Leif,Coors,Engineer,1999-05-25,40000
61214,JoAnne,Peac,Staff,1999-05-24,47194
68747,Chikara,Binkley,Engineer,1999-05-24,40000
481517,Palash,Peris,Senior Staff,1999-05-22,41151
271541,Vidya,Cronau,Staff,1999-05-22,82058
486876,Heon,Vecchi,Staff,1999-05-22,40000
456601,Zeljko,Sanella,Staff,1999-05-22,69068
438616,Ramya,Ciolek,Staff,1999-05-22,57631
54584,Fusako,Plotkin,Engineer,1999-05-21,52860
265512,Elrique,Gopalakrishnan,Staff,1999-05-21,43575
494794,Danel,Lindenbaum,Engineer,1999-05-21,42245
492883,Kwangho,Fontet,Engineer,1999-05-21,47650
274683,Elrique,Strooper,Senior Engineer,1999-05-21,40000
82491,Lalit,Lorho,Engineer,1999-05-20,43978
280929,Khue,Peot,Senior Staff,1999-05-20,75181
278353,Junichi,Kalsbeek,Staff,1999-05-20,50764
219597,Genevieve,Marciano,Staff,1999-05-20,44560
22309,Lena,Liedekerke,Engineer,1999-05-20,62189
488566,Sangeeta,Murtha,Staff,1999-05-19,40000
276543,Georg,Vanwelkenhuysen,Engineer,1999-05-19,40000
75142,Uwe,Speckmann,Staff,1999-05-19,81072
215483,Tayeb,Schieder,Staff,1999-05-19,64051
487462,Dipayan,Bierbaum,Technique Leader,1999-05-19,40000
235245,Alassane,Denny,Senior Engineer,1999-05-19,47907
481343,Shaunak,Seiwald,Staff,1999-05-18,76598
433022,Hinrich,Yetim,Engineer,1999-05-18,62371
206368,Kamakshi,Azadmanesh,Engineer,1999-05-18,40000
10974,Muneo,Papsdorf,Senior Engineer,1999-05-17,56005
416879,Bluma,Schrooten,Senior Staff,1999-05-17,79501
